0,262,319,82,32,44,174,701,128,141,52,6,173,53,424,227,244,86,46,55,89,918,94,14,90,9,5,0,262,17,0,29,7,227,19,4,0,0,8,50,1.4,1.4,0.03,0.0030625,0.0020948,0.0,0.0,0.0,0.0,0.3333,0.3333,0.1111,0.0,0.1111,0.1111,0.0,0.0,0.0,0.0,0.0,0.7778,0.1111,0.0,0.1111,0.0,1148.7,1142.4,60.79,3.5198,3.0498,0.0,0.0,0.0,0.1111,0.3333,0.4444,0.1111,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.4444,0.1111,0.1111,0.0,0.0,0.0,251.59,-0.0011,2.8099,0.0684,-2.263
0,668,772,204,71,35,394,1569,261,182,85,11,59,80,720,0,0,0,0,0,0,0,145,17,102,14,13,0,39,28,10,26,7,0,0,0,0,0,10,54,0.8,0.8,0.01,0.0017,0.0012884,0.0,0.0,0.0,0.0,0.0,0.1111,0.0,0.0,0.0,0.8889,0.0,0.0,0.0,0.0,0.0,0.1111,0.0,0.0,0.0,0.8889,6.4110000000000005,5.83,1.03,0.15471,0.12824000000000002,0.0,0.0,0.0,0.3333,0.2222,0.4444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5556,0.2222,0.2222,0.0,0.0,0.0,0.0,347.07,-0.0001,2.8099,0.0608,13.755999999999998
0,297,351,89,35,61,188,702,75,62,29,3,67,18,208,0,0,0,0,0,0,0,88,10,65,4,3,0,18,14,2,10,3,0,0,0,0,0,5,22,0.7609999999999999,0.76,0.04,0.0013875,0.0014632999999999998,0.0,0.0,0.0,0.1111,0.4444,0.4444,0.0,0.0,0.0,0.0,0.0,0.2222,0.0,0.2222,0.4444,0.1111,0.0,0.0,0.0,0.0,781.75,807.1,145.09,9.9682,8.8505,0.2222,0.0,0.0,0.0,0.4444,0.1111,0.1111,0.0,0.0,0.1111,0.4444,0.0,0.0,0.2222,0.1111,0.0,0.0,0.1111,0.1111,0.0,344.15,-0.0003,2.3028,0.0338,7.4967
0,903,1084,289,100,154,545,2172,149,142,63,7,81,30,531,28,18,7,3,1,12,42,172,21,126,10,9,0,55,39,12,29,4,1,1,0,0,0,14,67,0.848,0.84,0.08,0.000625,0.00076672,0.0,0.0,0.0,0.0,0.1111,0.5556,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222,0.5556,0.2222,0.0,0.0,0.0,1225.9,1219.6,30.86,4.6489,3.3360000000000003,0.1111,0.0,0.1111,0.2222,0.1111,0.1111,0.3333,0.0,0.0,0.0,0.2222,0.0,0.4444,0.0,0.0,0.1111,0.1111,0.1111,0.0,0.0,286.01,-0.0015,2.0822,0.0658,5.0105
0,184,234,55,26,44,143,497,121,163,53,6,136,62,461,654,536,197,105,59,260,1783,51,14,95,9,6,0,12,10,1,43,11,48,43,4,0,0,13,70,1.6,1.54,0.03,0.0026,0.0016317999999999999,0.0,0.1111,0.1111,0.2222,0.5556,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.4444,0.0,0.2222,0.0,0.0,0.0,0.0,0.0,773.71,830.33,207.04,8.5408,8.7837,0.0,0.0,0.0,0.0,0.0,0.3333,0.4444,0.1111,0.1111,0.0,0.0,0.0,0.0,0.0,0.0,0.1111,0.4444,0.2222,0.0,0.2222,272.86,-0.0005,1.7871,0.0298,20.583000000000002
0,1085,1300,336,130,196,694,2681,190,150,73,9,114,41,699,0,0,0,0,0,0,0,200,22,144,14,11,0,67,44,18,34,6,0,0,0,0,0,17,81,0.7809999999999999,0.76,0.14,0.00085,0.00082462,0.0,0.0,0.0,0.0,0.3333,0.4444,0.2222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111,0.6667,0.2222,0.0,0.0,0.0,1284.0,1249.1,28.42,5.2410000000000005,3.4189999999999996,0.1111,0.1111,0.0,0.2222,0.3333,0.1111,0.1111,0.0,0.0,0.0,0.0,0.0,0.5556,0.2222,0.0,0.1111,0.1111,0.0,0.0,0.0,285.01,-0.0004,3.3432,0.1078,4.129
0,953,1143,311,104,75,541,2242,288,218,102,13,29,73,954,0,0,0,0,0,0,0,211,23,146,19,18,0,57,33,22,28,6,0,0,0,0,0,15,76,1.672,1.68,0.07,0.0013625,0.0011952,0.0,0.0,0.0,0.0,0.0,0.7778,0.2222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222,0.7778,0.0,0.0,0.0,0.0,1143.3,1254.9,73.07,5.7916,4.8674,0.2222,0.1111,0.0,0.0,0.0,0.0,0.2222,0.2222,0.1111,0.1111,0.2222,0.0,0.2222,0.0,0.0,0.0,0.0,0.0,0.1111,0.4444,297.36,0.0,2.9598,0.044000000000000004,-9.5022
0,194,224,56,22,15,141,484,107,78,33,4,44,48,289,251,264,90,48,84,97,970,74,16,93,6,5,0,194,12,0,25,8,251,20,3,0,0,7,44,1.399,1.39,0.07,0.003825,0.0030876,0.0,0.0,0.0,0.0,0.2222,0.6667,0.1111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1168.3,1147.0,60.14,3.4303,2.227,0.0,0.0,0.0,0.1111,0.4444,0.3333,0.1111,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.5556,0.1111,0.0,0.0,0.0,0.0,252.4,0.0003,2.5519,0.0582,-1.49
0,230,317,71,35,138,187,636,319,349,129,18,227,119,1179,146,175,60,30,19,47,582,149,12,87,22,19,0,16,12,0,35,13,15,10,4,1,0,10,53,1.26,1.24,0.06,0.0022125,0.0019628000000000002,0.1111,0.0,0.3333,0.0,0.1111,0.1111,0.3333,0.0,0.0,0.0,0.2222,0.2222,0.2222,0.0,0.1111,0.1111,0.1111,0.0,0.0,0.0,1488.4,1479.7,19.77,2.3927,1.7405,0.0,0.0,0.0,0.1111,0.6667,0.2222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6667,0.2222,0.1111,0.0,0.0,0.0,0.0,219.04,-0.0002,1.2275,0.0152,-5.1023
0,176,236,58,24,54,123,502,111,133,48,5,256,45,376,35,23,10,7,53,23,90,57,10,67,7,2,0,12,11,0,18,9,3,1,0,0,0,5,22,1.452,1.45,0.04,0.0017375,0.0021534,0.0,0.0,0.0,0.0,0.0,0.0,0.6667,0.0,0.0,0.3333,0.3333,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.3333,1634.6,1628.7,7.24,9.2378,13.297,0.0,0.1111,0.0,0.3333,0.4444,0.1111,0.0,0.0,0.0,0.0,0.0,0.4444,0.2222,0.1111,0.2222,0.0,0.0,0.0,0.0,0.0,252.98,-0.0,1.6713,0.0332,1.6012
0,278,366,94,34,48,183,697,155,206,68,8,119,61,605,10,12,5,3,2,5,40,120,12,87,12,10,0,18,12,5,23,11,1,1,0,0,0,7,31,1.26,1.23,0.04,0.0030625,0.0022684000000000003,0.2222,0.0,0.2222,0.0,0.0,0.0,0.5556,0.0,0.0,0.0,0.4444,0.0,0.2222,0.0,0.0,0.1111,0.2222,0.0,0.0,0.0,1435.2,1424.2,53.93,3.0993,2.6405,0.0,0.0,0.0,0.0,0.3333,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111,0.5556,0.3333,0.0,0.0,0.0,0.0,219.13,-0.0001,1.5628,0.0094,-4.8032
