507730.0,7552500.0
465520.0,7529900.0
466410.0,7529300.0
464530.0,7541100.0
493040.0,7538700.0
464600.0,7541100.0
471030.0,7522700.0
507750.0,7552500.0
487110.0,7525500.0
495130.0,7536500.0
487050.0,7525500.0
484720.0,7527400.0
493110.0,7538800.0
464520.0,7541100.0
493060.0,7538700.0
498710.0,7508900.0
495160.0,7536500.0
484740.0,7527400.0
466340.0,7529300.0
507710.0,7552500.0
470570.0,7524300.0
464570.0,7541000.0
484700.0,7527400.0
484710.0,7527400.0
466360.0,7530200.0
465520.0,7530000.0
484000.0,7524600.0
464550.0,7541100.0
464350.0,7539400.0
475740.0,7542300.0
494740.0,7520700.0
507720.0,7552500.0
465500.0,7530000.0
495870.0,7508900.0
465690.0,7529900.0
493070.0,7538800.0
472700.0,7524000.0
466420.0,7529400.0
466390.0,7529400.0
497550.0,7526100.0
464530.0,7541100.0
464530.0,7541000.0
502960.0,7508500.0
472270.0,7524300.0
479440.0,7538800.0
507700.0,7552600.0
464310.0,7539300.0
483780.0,7524100.0
495100.0,7536500.0
480320.0,7538200.0
495150.0,7536600.0
465550.0,7529900.0
466330.0,7529400.0
484680.0,7527400.0
466430.0,7529300.0
483180.0,7526600.0
495900.0,7508900.0
464410.0,7539500.0
465570.0,7529900.0
465490.0,7529900.0
465530.0,7530000.0
507690.0,7552600.0
495900.0,7508800.0
465590.0,7530100.0
503010.0,7508500.0
493100.0,7538700.0
465590.0,7530000.0
465500.0,7529900.0
465680.0,7529900.0
464530.0,7541000.0
507680.0,7552600.0
466420.0,7529400.0
466360.0,7529300.0
493100.0,7538700.0
494330.0,7534500.0
495180.0,7536500.0
466390.0,7529300.0
501570.0,7503200.0
494330.0,7534500.0
493030.0,7538800.0
466390.0,7529300.0
491930.0,7537500.0
484690.0,7527400.0
496230.0,7538200.0
507730.0,7552500.0
507720.0,7552600.0
494300.0,7534400.0
504930.0,7500000.0
465600.0,7530000.0
495190.0,7536500.0
464570.0,7541000.0
474330.0,7542800.0
478880.0,7532300.0
484750.0,7527400.0
484680.0,7527400.0
484770.0,7527400.0
465530.0,7530000.0
495890.0,7508900.0
465500.0,7529900.0
465940.0,7530200.0
